"","Organism","Kingdom","Phylum","Class","Groups","mDAG_Id","Full_Name","Freq_Phylum","Freq_Class","clust4_MSA","clust4_Mun","combined_cluster_MSA_Kingdom","combined_cluster_Mun_Kingdom"
"538","bnn","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0684","Brettanomyces nanus",113,41,3,3,"Fungi3","Fungi3"
"539","cal","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0865","Candida albicans",113,41,3,3,"Fungi3","Fungi3"
"540","caur","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0467","Candida auris",113,41,3,3,"Fungi3","Fungi3"
"541","cdu","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0027","Candida dubliniensis",113,41,3,3,"Fungi3","Fungi3"
"542","cgr","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0082","Nakaseomyces glabratus",113,41,3,3,"Fungi3","Fungi3"
"543","clu","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0183","Clavispora lusitaniae ATCC 42720",113,41,3,3,"Fungi3","Fungi3"
"544","clus","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0607","Clavispora lusitaniae CBS 6936",113,41,3,3,"Fungi3","Fungi3"
"545","cot","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0242","Candida orthopsilosis",113,41,3,3,"Fungi3","Fungi3"
"546","cten","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0145","Yamadazyma tenuis",113,41,3,3,"Fungi3","Fungi3"
"547","ctp","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0338","Candida tropicalis",113,41,3,3,"Fungi3","Fungi3"
"548","dha","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0556","Debaryomyces hansenii",113,41,3,3,"Fungi3","Fungi3"
"549","erc","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0205","Eremothecium cymbalariae",113,41,3,3,"Fungi3","Fungi3"
"550","kaf","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0708","Kazachstania africana",113,41,3,3,"Fungi3","Fungi3"
"551","kla","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0804","Kluyveromyces lactis",113,41,3,3,"Fungi3","Fungi3"
"552","kmx","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0821","Kluyveromyces marxianus",113,41,3,3,"Fungi3","Fungi3"
"553","kng","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0826","Kazachstania naganishii",113,41,3,3,"Fungi3","Fungi3"
"554","lel","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0331","Lodderomyces elongisporus",113,41,3,3,"Fungi3","Fungi3"
"555","lth","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0522","Lachancea thermotolerans",113,41,3,3,"Fungi3","Fungi3"
"556","ncs","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0213","Naumovozyma castellii",113,41,3,3,"Fungi3","Fungi3"
"557","ndi","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0231","Naumovozyma dairenensis",113,41,3,3,"Fungi3","Fungi3"
"558","opa","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0764","Ogataea parapolymorpha",113,41,3,3,"Fungi3","Fungi3"
"559","pgu","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0214","Meyerozyma guilliermondii",113,41,3,3,"Fungi3","Fungi3"
"560","pic","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0243","Scheffersomyces stipitis",113,41,3,3,"Fungi3","Fungi3"
"561","pkz","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0308","Pichia kudriavzevii",113,41,3,3,"Fungi3","Fungi3"
"562","ppa","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0360","Komagataella phaffii",113,41,3,3,"Fungi3","Fungi3"
"563","sce","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0538","Saccharomyces cerevisiae (budding yeast)",113,41,3,3,"Fungi3","Fungi3"
"564","seub","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0063","Saccharomyces eubayanus",113,41,3,3,"Fungi3","Fungi3"
"565","slb","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0629","Sugiyamaella lignohabitans",113,41,3,3,"Fungi3","Fungi3"
"566","slud","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0390","Saccharomycodes ludwigii",113,41,3,3,"Fungi3","Fungi3"
"567","spaa","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0794","Spathaspora passalidarum",113,41,3,3,"Fungi3","Fungi3"
"568","spao","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0837","Saccharomyces paradoxus",113,41,3,3,"Fungi3","Fungi3"
"569","tbl","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0857","Tetrapisispora blattae",113,41,3,3,"Fungi3","Fungi3"
"570","tdl","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0883","Torulaspora delbrueckii",113,41,3,3,"Fungi3","Fungi3"
"571","tgb","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0042","Torulaspora globosa",113,41,3,3,"Fungi3","Fungi3"
"572","tpf","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0223","Tetrapisispora phaffii",113,41,3,3,"Fungi3","Fungi3"
"573","vpo","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0144","Vanderwaltozyma polyspora",113,41,3,3,"Fungi3","Fungi3"
"574","yli","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0505","Yarrowia lipolytica",113,41,3,3,"Fungi3","Fungi3"
"575","zmk","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0845","Zygotorulaspora mrakii",113,41,3,3,"Fungi3","Fungi3"
"576","zro","Fungi","Ascomycetes","Saccharomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0029","Zygosaccharomyces rouxii",113,41,3,3,"Fungi3","Fungi3"
"577","cfj","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0061","Colletotrichum fioriniae",113,31,3,3,"Fungi3","Fungi3"
"578","chig","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0563","Colletotrichum higginsianum",113,31,3,3,"Fungi3","Fungi3"
"579","clup","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0609","Colletotrichum lupini",113,31,3,3,"Fungi3","Fungi3"
"580","cmt","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0197","Cordyceps militaris",113,31,3,3,"Fungi3","Fungi3"
"581","cthr","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0164","Thermochaetoides thermophila",113,31,3,3,"Fungi3","Fungi3"
"582","ela","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0086","Eutypa lata",113,31,3,3,"Fungi3","Fungi3"
"583","fgr","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0513","Fusarium graminearum",113,31,3,3,"Fungi3","Fungi3"
"584","fox","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0595","Fusarium oxysporum",113,31,3,3,"Fungi3","Fungi3"
"585","fpu","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0608","Fusarium pseudograminearum",113,31,3,3,"Fungi3","Fungi3"
"586","fvr","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0685","Fusarium verticillioides",113,31,3,3,"Fungi3","Fungi3"
"587","maj","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0649","Metarhizium robertsii",113,31,3,3,"Fungi3","Fungi3"
"588","maw","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0654","Metarhizium acridum",113,31,3,3,"Fungi3","Fungi3"
"589","mgr","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0725","Pyricularia oryzae",113,31,3,3,"Fungi3","Fungi3"
"590","mtm","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0849","Thermothelomyces thermophilus",113,31,3,3,"Fungi3","Fungi3"
"591","ncr","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0210","Neurospora crassa",113,31,3,3,"Fungi3","Fungi3"
"592","nhe","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0312","Fusarium vanettenii",113,31,3,3,"Fungi3","Fungi3"
"593","nte","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0473","Neurospora tetrasperma",113,31,3,3,"Fungi3","Fungi3"
"594","pan","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0087","Podospora anserina",113,31,3,3,"Fungi3","Fungi3"
"595","pfy","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0192","Pestalotiopsis fici",113,31,3,3,"Fungi3","Fungi3"
"596","plj","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0314","Purpureocillium lilacinum",113,31,3,3,"Fungi3","Fungi3"
"597","ppei","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0381","Pyricularia pennisetigena",113,31,3,3,"Fungi3","Fungi3"
"598","ptkz","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0347","Purpureocillium takamizusanense",113,31,3,3,"Fungi3","Fungi3"
"599","sapo","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0149","Scedosporium apiospermum",113,31,3,3,"Fungi3","Fungi3"
"600","smp","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0648","Sordaria macrospora",113,31,3,3,"Fungi3","Fungi3"
"601","ssck","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0428","Sporothrix schenckii",113,31,3,3,"Fungi3","Fungi3"
"602","tmn","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0163","Phaeoacremonium minimum",113,31,3,3,"Fungi3","Fungi3"
"603","tre","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0258","Trichoderma reesei QM6a",113,31,3,3,"Fungi3","Fungi3"
"604","trr","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0272","Trichoderma reesei RUT C-30",113,31,3,3,"Fungi3","Fungi3"
"605","ttt","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0318","Thermothielavioides terrestris",113,31,3,3,"Fungi3","Fungi3"
"606","val","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0803","Verticillium alfalfae",113,31,3,3,"Fungi3","Fungi3"
"607","vda","Fungi","Ascomycetes","Sordariomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0832","Verticillium dahliae",113,31,3,3,"Fungi3","Fungi3"
"608","abe","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0060","Trichophyton benhamiae",113,23,3,3,"Fungi3","Fungi3"
"609","ache","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0106","Aspergillus chevalieri",113,23,3,3,"Fungi3","Fungi3"
"610","act","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0084","Aspergillus clavatus",113,23,3,3,"Fungi3","Fungi3"
"611","afm","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0139","Aspergillus fumigatus",113,23,3,3,"Fungi3","Fungi3"
"612","afv","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0142","Aspergillus flavus",113,23,3,3,"Fungi3","Fungi3"
"613","aje","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0211","Histoplasma mississippiense",113,23,3,3,"Fungi3","Fungi3"
"614","aluc","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0519","Aspergillus luchuensis",113,23,3,3,"Fungi3","Fungi3"
"615","ang","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0304","Aspergillus niger (black aspergilli)",113,23,3,3,"Fungi3","Fungi3"
"616","ani","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0307","Aspergillus nidulans",113,23,3,3,"Fungi3","Fungi3"
"617","aor","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0325","Aspergillus oryzae",113,23,3,3,"Fungi3","Fungi3"
"618","apuu","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0442","Aspergillus puulaauensis",113,23,3,3,"Fungi3","Fungi3"
"619","bgh","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0587","Blastomyces gilchristii",113,23,3,3,"Fungi3","Fungi3"
"620","cim","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0122","Coccidioides immitis",113,23,3,3,"Fungi3","Fungi3"
"621","cpw","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0263","Coccidioides posadasii",113,23,3,3,"Fungi3","Fungi3"
"622","nfi","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0268","Aspergillus fischeri",113,23,3,3,"Fungi3","Fungi3"
"623","pbl","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0114","Paracoccidioides lutzii Pb01",113,23,3,3,"Fungi3","Fungi3"
"624","pbn","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0119","Paracoccidioides brasiliensis",113,23,3,3,"Fungi3","Fungi3"
"625","pcs","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0134","Penicillium rubens",113,23,3,3,"Fungi3","Fungi3"
"626","pdp","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0152","Penicillium digitatum",113,23,3,3,"Fungi3","Fungi3"
"627","tmf","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0160","Talaromyces marneffei",113,23,3,3,"Fungi3","Fungi3"
"628","trg","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0260","Talaromyces rugulosus",113,23,3,3,"Fungi3","Fungi3"
"629","tve","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0340","Trichophyton verrucosum",113,23,3,3,"Fungi3","Fungi3"
"630","ure","Fungi","Ascomycetes","Eurotiomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0656","Uncinocarpus reesii",113,23,3,3,"Fungi3","Fungi3"
"631","aalt","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0240","Alternaria alternata",113,11,3,3,"Fungi3","Fungi3"
"632","bcom","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0714","Baudoinia panamericana",113,11,3,3,"Fungi3","Fungi3"
"633","bor","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0705","Bipolaris oryzae",113,11,3,3,"Fungi3","Fungi3"
"634","bsc","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0732","Bipolaris sorokiniana",113,11,3,3,"Fungi3","Fungi3"
"635","bze","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0796","Bipolaris zeicola",113,11,3,3,"Fungi3","Fungi3"
"636","ffu","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0504","Fulvia fulva",113,11,3,3,"Fungi3","Fungi3"
"637","npa","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0412","Neofusicoccum parvum",113,11,3,3,"Fungi3","Fungi3"
"638","pfj","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0188","Pseudocercospora fijiensis",113,11,3,3,"Fungi3","Fungi3"
"639","pno","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0343","Parastagonospora nodorum",113,11,3,3,"Fungi3","Fungi3"
"640","pte","Fungi","Ascomycetes","Dothideomycetes","Fungui and Algae|MSA Cluster 3|MSA Fungui and Nematodes and Flatworms|MUN Cluster 3|MUN Fungui and Nematodes and Flatworms","0413","Pyrenophora teres",113,11,3,3,"Fungi3","Fungi3"
